symptoms,severity,max_weight,num_symptoms
"toothache severe, dry skin, muscle cramps, dizziness",YELLOW,4,4
night sweats,YELLOW,4,1
"not breathing, seizure continuous, severe head trauma",RED,7,3
"persistent fatigue, severe headache, sudden weakness, numbness in fingers",ORANGE,5,4
"sudden weakness, mild headache, severe pain, coughing blood, mild sunburn",ORANGE,6,5
"severe infection signs, shortness of breath, sprained ankle, insomnia",ORANGE,6,4
minor rash,GREEN,2,1
"severe abdominal pain, tension pneumothorax, minor bruise, chest pain, no pulse detected",RED,7,5
"mild anxiety, night sweats",YELLOW,4,2
"ear pain, skin rash with fever, chapped lips, dry skin, dehydration",YELLOW,4,5
"dizziness, dehydration, mild body ache, sneezing, mild anxiety, minor fracture pain",YELLOW,4,6
"numbness one side, severe dehydration",ORANGE,6,2
"severe back pain radiating, severe nosebleed, eye injury, migraine",ORANGE,5,4
"gunshot wound, blood in urine, heart attack symptoms, abdominal pain, severe pain",RED,7,5
"muscle soreness after exercise, mild bloating, watery eyes",GREEN,2,3
"weight loss unintentional, massive hemorrhage",RED,7,2
"mild nausea, mild cough, mild anxiety",GREEN,2,3
blue lips,RED,7,1
"hiccups, mild nausea, joint pain",YELLOW,3,3
common cold,GREEN,1,1
slight sore throat,GREEN,1,1
jaundice,YELLOW,4,1
"ankle swelling, minor mouth ulcer, paper cut, minor fracture pain, runny nose",YELLOW,4,5
"slight sore throat, hiccups, mild headache, night sweats",YELLOW,4,4
"severe headache, mild nausea, mild stomach discomfort, head injury, painful urination",ORANGE,6,5
watery eyes,GREEN,1,1
"dizziness, back pain, severe infection signs, hiccups",ORANGE,5,4
"chest tightness, eye injury, night sweats",ORANGE,5,3
"nausea and vomiting, persistent fatigue",YELLOW,4,2
"mild itching, unconscious",RED,7,2
"difficulty breathing, severe burn, swollen lymph nodes, stuffy nose",ORANGE,6,4
"chemical exposure, open wound deep, severe chest tightness",ORANGE,6,3
"sneezing, dry skin",GREEN,1,2
"chemical exposure, eye pain, slight sore throat, coughing blood, muscle cramps",ORANGE,6,5
"sore throat with fever, muscle soreness after exercise, mild fatigue, diarrhea",YELLOW,4,4
"mild cough, minor bruise",GREEN,1,2
"skin infection, sprained ankle, muscle soreness after exercise, joint pain",YELLOW,3,4
"severe infection signs, blue lips, mild headache, loss of consciousness prolonged, urinary burning",RED,7,5
minor fracture pain,YELLOW,4,1
"loss of consciousness prolonged, common cold, spinal injury suspected",RED,7,3
common cold,GREEN,1,1
"severe head trauma, toothache severe, head injury",RED,7,3
"severe chest tightness, poisoning suspected, coughing blood",ORANGE,6,3
"frequent urination, mild stomach discomfort, mild allergies, muscle soreness after exercise, persistent fatigue, dehydration",YELLOW,4,6
"no pulse detected, spinal injury suspected",RED,7,2
"mild cough, runny nose",GREEN,1,2
"heart attack symptoms, numbness in fingers, persistent cough, eye pain, spinal injury suspected",RED,7,5
"insomnia, urinary burning, dry skin",YELLOW,4,3
"common cold, mild nausea",GREEN,2,2
"mild anxiety, mild acne",GREEN,2,2
"persistent headache, severe infection signs, mild cough",ORANGE,5,3
"blurred vision, severe abdominal pain, severe back pain radiating, vomiting blood, paper cut",ORANGE,6,5
"dehydration, dizziness, muscle cramps, hiccups",YELLOW,4,4
"frequent urination, animal bite deep, seizure continuous, drowning",RED,7,4
"wheezing, painful urination, stuffy nose",YELLOW,4,3
"hiccups, mild fatigue, mild anxiety",GREEN,2,3
"severe burn, facial drooping, broken bone visible",ORANGE,6,3
"dry skin, mild itching, seizure single",ORANGE,5,3
mild acne,GREEN,1,1
"dry skin, shortness of breath",ORANGE,6,2
"ear pain, swollen lymph nodes",YELLOW,3,2
jaundice,YELLOW,4,1
"severe back pain radiating, ankle swelling, multi organ failure signs, skin infection, loss of consciousness prolonged, stab wound",RED,7,6
"difficulty speaking suddenly, mild itching",ORANGE,6,2
not breathing,RED,7,1
numbness in fingers,YELLOW,3,1
"eye injury, difficulty speaking suddenly, open wound deep",ORANGE,6,3
"watery eyes, loss of consciousness prolonged, chest tightness, seizure continuous, sneezing",RED,7,5
"severe dehydration, wheezing, severe chest tightness, loss of consciousness brief",ORANGE,6,4
"sprained ankle, persistent fatigue, nausea and vomiting",YELLOW,4,3
"wheezing, chapped lips, mild acne, mild allergies, frequent urination",YELLOW,4,5
"seizure single, diarrhea, sprained ankle",ORANGE,5,3
"animal bite deep, sudden weakness, dehydration, massive hemorrhage, heart attack symptoms, multi organ failure signs",RED,7,6
"migraine, eye pain, severe dehydration, severe headache, mild sunburn",ORANGE,5,5
"severe pain, urinary burning, open wound deep",ORANGE,5,3
anaphylaxis,RED,7,1
"blood in stool, blue lips, seizure single, severe chest tightness",RED,7,4
unconscious,RED,7,1
"cardiac arrest, gunshot wound, heart attack symptoms",RED,7,3
"urinary burning, painful urination, slight sore throat",YELLOW,4,3
"nausea and vomiting, cardiac arrest, swollen lymph nodes",RED,7,3
"vomiting, dehydration",YELLOW,4,2
"minor bruise, hiccups",GREEN,1,2
"chemical exposure, open wound deep, painful urination, severe burn",ORANGE,6,4
"severe abdominal pain, numbness one side",ORANGE,6,2
"mild headache, mild sunburn",GREEN,2,2
"common cold, mild allergies, muscle soreness after exercise",GREEN,2,3
"septic shock symptoms, hiccups, ear pain, eye injury",RED,7,4
"runny nose, blue lips",RED,7,2
mild anxiety,GREEN,2,1
"runny nose, mild itching, gunshot wound, severe burn",RED,7,4
"broken bone visible, blue lips, heart attack symptoms",RED,7,3
massive hemorrhage,RED,7,1
"chapped lips, paper cut",GREEN,1,2
no pulse detected,RED,7,1
"common cold, minor fracture pain, toothache severe, minor bruise",YELLOW,4,4
"mild constipation, runny nose",GREEN,2,2
"severe nosebleed, joint pain, severe burn, swollen lymph nodes, severe infection signs",ORANGE,6,5
"mild body ache, mild nausea",GREEN,2,2
"sprained ankle, numbness in fingers, stuffy nose, mild sunburn",YELLOW,3,4
"ankle swelling, persistent fatigue, fever",YELLOW,4,3
"severe pain, stuffy nose, persistent cough, spinal injury suspected, chest pain, multi organ failure signs",RED,7,6
migraine,YELLOW,4,1
"mild sunburn, mild anxiety, sneezing",GREEN,2,3
"vomiting blood, electrocution, multi organ failure signs, wheezing, severe allergic reaction",RED,7,5
"hiccups, minor mouth ulcer, mild allergies",GREEN,2,3
"mild allergies, blood in urine, eye pain",YELLOW,4,3
"mild itching, paper cut",GREEN,1,2
"electrocution, stroke symptoms, chest pain",RED,7,3
chest tightness,YELLOW,4,1
"night sweats, mild itching, severe infection signs, mild headache",ORANGE,5,4
"minor rash, occasional heartburn, mild sunburn",GREEN,2,3
common cold,GREEN,1,1
"persistent fatigue, mild body ache, tension pneumothorax",RED,7,3
"minor fracture pain, jaundice, drug overdose suspected",ORANGE,6,3
"sore throat with fever, sprained ankle, mild cough, dry skin",YELLOW,4,4
"mild cough, mild sunburn",GREEN,2,2
"vomiting, mild sunburn, dandruff, swollen lymph nodes, back pain, mild acne",YELLOW,4,6
"night sweats, chronic indigestion, urinary burning, paper cut",YELLOW,4,4
"muscle soreness after exercise, hiccups, mild cough",GREEN,2,3
"open wound deep, eye injury, loss of consciousness brief",ORANGE,6,3
"hiccups, broken bone visible, persistent fatigue, severe back pain radiating, severe nosebleed",ORANGE,6,5
"muscle soreness after exercise, mild acne, mild cough",GREEN,2,3
"mild body ache, mild acne",GREEN,2,2
"seizure continuous, electrocution, blurred vision, broken bone visible, severe trauma",RED,7,5
"mild sunburn, sneezing",GREEN,2,2
"mild fatigue, septic shock symptoms, mild stomach discomfort, skin infection, blue lips",RED,7,5
"unconscious, frequent urination, severe dehydration, no pulse detected",RED,7,4
mild fatigue,GREEN,2,1
mild cough,GREEN,1,1
minor rash,GREEN,2,1
"stab wound, drowning, chemical exposure, migraine, stroke symptoms",RED,7,5
mild itching,GREEN,1,1
"blood in urine, mild fatigue, mild bloating",YELLOW,4,3
persistent cough,YELLOW,3,1
watery eyes,GREEN,1,1
"stroke symptoms, eye injury, abdominal pain, severe trauma, severe allergic reaction",RED,7,5
"multi organ failure signs, animal bite deep, eye injury, cardiac arrest",RED,7,4
"mild constipation, dandruff",GREEN,2,2
"diabetic emergency, severe asthma attack, severe infection signs",ORANGE,6,3
"animal bite deep, minor mouth ulcer, shortness of breath, ankle swelling",ORANGE,6,4
"chapped lips, dandruff",GREEN,1,2
"ear pain, open wound deep",ORANGE,5,2
"vomiting blood, difficulty speaking suddenly, vomiting",ORANGE,6,3
"high fever with chills, diabetic emergency",ORANGE,6,2
"ear pain, minor fracture pain, weight loss unintentional",YELLOW,4,3
"insomnia, sneezing, common cold",GREEN,2,3
"severe dehydration, confusion, facial drooping",ORANGE,6,3
"sore throat with fever, dizziness, dehydration",YELLOW,4,3
"high fever, severe chest tightness, diarrhea, mild sunburn, facial drooping",ORANGE,6,5
"spinal injury suspected, ear pain, severe dehydration, eye injury, tension pneumothorax, seizure continuous",RED,7,6
hiccups,GREEN,1,1
"mild cough, muscle cramps, mild sunburn, mild headache",YELLOW,3,4
"mild cough, slight sore throat, dizziness, not breathing",RED,7,4
"drowning, severe head trauma",RED,7,2
chapped lips,GREEN,1,1
"common cold, sneezing, hiccups",GREEN,1,3
"skin rash with fever, toothache severe, chapped lips, diabetic emergency",ORANGE,6,4
"mild allergies, stab wound",RED,7,2
"common cold, mild nausea, jaundice, painful urination, mild acne",YELLOW,4,5
"blurred vision, mild constipation, ear pain",YELLOW,4,3
"mild headache, painful urination, chronic indigestion, common cold, ear pain, insomnia",YELLOW,3,6
"mild bloating, eye pain",YELLOW,3,2
ear pain,YELLOW,3,1
dry skin,GREEN,1,1
"wheezing, mild constipation, seizure continuous, difficulty breathing, septic shock symptoms",RED,7,5
drug overdose suspected,ORANGE,6,1
"severe dehydration, muscle soreness after exercise, stuffy nose, wheezing",ORANGE,5,4
"no pulse detected, sprained ankle, high fever, tension pneumothorax, gunshot wound, ear pain",RED,7,6
"sore throat with fever, vomiting blood, nausea and vomiting, mild fatigue",ORANGE,6,4
"mild fatigue, mild stomach discomfort",GREEN,2,2
"stroke symptoms, minor fracture pain, loss of consciousness prolonged, no pulse detected, severe allergic reaction",RED,7,5
"facial drooping, severe headache, weight loss unintentional",ORANGE,6,3
"tension pneumothorax, multi organ failure signs, massive hemorrhage",RED,7,3
"open wound deep, broken bone visible",ORANGE,6,2
"severe chest tightness, persistent cough, open wound deep",ORANGE,6,3
"common cold, eye pain, ankle swelling, night sweats, watery eyes, mild fatigue",YELLOW,4,6
"multi organ failure signs, numbness in fingers, mild constipation, stroke symptoms, septic shock symptoms",RED,7,5
"mild bloating, mild fatigue",GREEN,2,2
"severe infection signs, numbness in fingers, nausea and vomiting, chemical exposure",ORANGE,6,4
"dizziness, difficulty breathing",ORANGE,6,2
muscle cramps,YELLOW,3,1
"severe dehydration, confusion, fever, eye injury",ORANGE,5,4
"frequent urination, vomiting",YELLOW,4,2
"severe pain, poisoning suspected, severe infection signs",ORANGE,6,3
"sore throat with fever, mild headache, unconscious, severe head trauma, tension pneumothorax",RED,7,5
"muscle cramps, dehydration, mild fatigue",YELLOW,4,3
"massive hemorrhage, electrocution, numbness in fingers",RED,7,3
"toothache severe, paper cut, painful urination, swollen lymph nodes",YELLOW,3,4
"insomnia, high fever, minor rash, loss of consciousness prolonged",RED,7,4
"frequent urination, chronic indigestion, nausea and vomiting",YELLOW,4,3
"minor rash, choking, minor mouth ulcer",RED,7,3
"open wound deep, massive hemorrhage, severe allergic reaction, gunshot wound, drowning",RED,7,5
"drowning, confusion, loss of consciousness prolonged",RED,7,3
"muscle soreness after exercise, dry skin, mild acne",GREEN,2,3
"mild stomach discomfort, paper cut, persistent headache, mild body ache",YELLOW,3,4
"painful urination, chemical exposure, paper cut",ORANGE,6,3
"dry skin, mild nausea",GREEN,2,2
"dizziness, wheezing, toothache severe",YELLOW,4,3
"sore throat with fever, mild itching, mild stomach discomfort",YELLOW,4,3
"vomiting blood, seizure continuous, sneezing, multi organ failure signs",RED,7,4
"night sweats, high fever, weight loss unintentional, mild cough, watery eyes, mild constipation",YELLOW,4,6
"multi organ failure signs, severe bleeding uncontrolled",RED,7,2
"diabetic emergency, poisoning suspected",ORANGE,6,2
stuffy nose,GREEN,1,1
"seizure single, blood in stool, chemical exposure",ORANGE,6,3
"numbness one side, open wound deep, eye injury",ORANGE,6,3
"severe infection signs, mild headache, chemical exposure, loss of consciousness brief",ORANGE,6,4
"mild cough, skin rash with fever, abdominal pain, mild headache, mild body ache",YELLOW,4,5
"mild acne, mild fatigue, mild anxiety",GREEN,2,3
"gunshot wound, fever, severe bleeding uncontrolled, difficulty breathing, runny nose",RED,7,5
"minor rash, runny nose, mild itching",GREEN,2,3
severe nosebleed,ORANGE,5,1
"paper cut, watery eyes, back pain, persistent cough",YELLOW,3,4
"mild allergies, mild sunburn, skin infection, ear pain, mild headache",YELLOW,3,5
"minor rash, dry skin, muscle cramps, minor fracture pain, sore throat with fever",YELLOW,4,5
"sudden weakness, minor mouth ulcer, painful urination, severe pain",ORANGE,5,4
"abdominal pain, mild cough, severe infection signs, eye injury",ORANGE,5,4
"slight sore throat, multi organ failure signs",RED,7,2
"severe bleeding uncontrolled, stroke symptoms, drowning",RED,7,3
"watery eyes, mild itching",GREEN,1,2
"not breathing, ear pain, severe burn, difficulty breathing",RED,7,4
"wheezing, blurred vision, skin rash with fever, minor rash, muscle soreness after exercise",YELLOW,4,5
"runny nose, mild nausea, sneezing",GREEN,2,3
"severe back pain radiating, difficulty speaking suddenly, minor bruise, severe infection signs",ORANGE,6,4
dizziness,YELLOW,4,1
"dandruff, stuffy nose",GREEN,1,2
"poisoning suspected, severe abdominal pain, severe asthma attack, back pain, persistent cough",ORANGE,6,5
"facial drooping, back pain, chest pain",RED,7,3
"jaundice, heart attack symptoms, high fever with chills, occasional heartburn",RED,7,4
animal bite deep,ORANGE,5,1
"loss of consciousness prolonged, mild constipation, skin rash with fever, severe head trauma, heart attack symptoms, minor mouth ulcer",RED,7,6
"night sweats, toothache severe, hiccups, chronic indigestion",YELLOW,4,4
"night sweats, joint pain",YELLOW,4,2
"mild stomach discomfort, severe head trauma, stab wound, seizure continuous, painful urination",RED,7,5
"unconscious, loss of consciousness brief, mild body ache, electrocution, sneezing",RED,7,5
"common cold, slight sore throat, mild body ache",GREEN,2,3
"hiccups, severe infection signs, chest pain, mild headache, gunshot wound",RED,7,5
"mild anxiety, muscle cramps, vomiting, chronic indigestion",YELLOW,4,4
"mild nausea, mild fatigue, hiccups",GREEN,2,3
"jaundice, nausea and vomiting, urinary burning",YELLOW,4,3
minor bruise,GREEN,1,1
"nausea and vomiting, chest tightness, minor rash, muscle cramps",YELLOW,4,4
"runny nose, dry skin, persistent fatigue",YELLOW,3,3
"mild fatigue, minor mouth ulcer, ankle swelling, mild acne",YELLOW,3,4
"dizziness, muscle cramps, sore throat with fever",YELLOW,4,3
"mild anxiety, occasional heartburn, minor rash",GREEN,2,3
"choking, persistent cough, eye pain, mild acne",RED,7,4
"massive hemorrhage, stroke symptoms, severe abdominal pain",RED,7,3
insomnia,GREEN,2,1
"nausea and vomiting, chronic indigestion, cardiac arrest, diabetic emergency, spinal injury suspected",RED,7,5
"weight loss unintentional, night sweats, toothache severe",YELLOW,4,3
muscle soreness after exercise,GREEN,2,1
"persistent cough, mild body ache, dizziness, toothache severe",YELLOW,4,4
"not breathing, spinal injury suspected, stroke symptoms, abdominal pain",RED,7,4
"vomiting blood, severe burn, sudden weakness",ORANGE,6,3
"mild anxiety, insomnia, mild sunburn",GREEN,2,3
"no pulse detected, chapped lips",RED,7,2
"chapped lips, minor mouth ulcer",GREEN,2,2
"drowning, loss of consciousness prolonged",RED,7,2
"dizziness, no pulse detected, chemical exposure, anaphylaxis",RED,7,4
"muscle soreness after exercise, stab wound",RED,7,2
"severe headache, severe back pain radiating",ORANGE,5,2
"gunshot wound, blue lips, no pulse detected",RED,7,3
"massive hemorrhage, jaundice, muscle soreness after exercise, drowning",RED,7,4
